latitude,longitude,Area,avg price in area,CATEGORIE,DATE
45.44846,-73.591248,Le Sud-Ouest,1263125,Motor vehicle theft,2023-06-01
45.512317,-73.618295,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-10-24
45.522429,-73.676069,Saint-Laurent,1022390,Home invasion,2023-07-12
45.522429,-73.676069,Saint-Laurent,1022390,Mischief,2023-10-31
45.522429,-73.676069,Saint-Laurent,1022390,Theft from motor vehicle,2023-11-14
45.522429,-73.676069,Saint-Laurent,1022390,Motor vehicle theft,2023-06-11
45.52822,-73.637541,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-08-28
45.52822,-73.637541,Villeray/Saint-Michel/Parc-Extension,951725,Theft from motor vehicle,2023-04-28
45.52822,-73.637541,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-03-03
45.614088,-73.564768,Anjou,686128,Motor vehicle theft,2023-08-24
45.521838,-73.557121,Ville-Marie,650000,Motor vehicle theft,2023-07-30
45.521838,-73.557121,Ville-Marie,650000,Theft from motor vehicle,2023-12-11
45.521838,-73.557121,Ville-Marie,650000,Theft from motor vehicle,2024-01-13
45.521838,-73.557121,Ville-Marie,650000,Motor vehicle theft,2023-04-15
45.521838,-73.557121,Ville-Marie,650000,Home invasion,2023-06-07
45.59989,-73.577195,Anjou,686128,Motor vehicle theft,2023-04-23
45.607442,-73.620897,Montreal-Nord,705282,Home invasion,2023-09-25
45.511264,-73.566769,Ville-Marie,650000,Theft from motor vehicle,2023-09-24
45.511264,-73.566769,Ville-Marie,650000,Motor vehicle theft,2023-11-04
45.511264,-73.566769,Ville-Marie,650000,Home invasion,2023-11-17
45.511264,-73.566769,Ville-Marie,650000,Theft from motor vehicle,2023-07-28
45.606158,-73.630789,Montreal-Nord,705282,Motor vehicle theft,2023-10-21
45.544591,-73.556742,Mercier/Hochelaga-Maisonneuve,806112,Theft from motor vehicle,2023-03-15
45.52343,-73.588906,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-08-05
45.52343,-73.588906,Le Plateau-Mont-Royal,1585049,Mischief,2023-09-16
45.524156,-73.695138,Saint-Laurent,1022390,Motor vehicle theft,2023-09-23
45.524156,-73.695138,Saint-Laurent,1022390,Home invasion,2023-05-21
45.540052,-73.541515,Mercier/Hochelaga-Maisonneuve,806112,Home invasion,2023-05-14
45.427318,-73.65655,LaSalle,799000,Motor vehicle theft,2023-09-04
45.427318,-73.65655,LaSalle,799000,Motor vehicle theft,2023-12-22
45.516046,-73.682348,Saint-Laurent,1022390,Motor vehicle theft,2023-10-22
45.516046,-73.682348,Saint-Laurent,1022390,Theft from motor vehicle,2023-08-01
45.516046,-73.682348,Saint-Laurent,1022390,Motor vehicle theft,2023-03-12
45.593974,-73.599821,Saint-Leonard,971454,Home invasion,2023-04-18
45.429884,-73.625573,LaSalle,799000,Motor vehicle theft,2023-03-04
45.451603,-73.893994,Pierrefonds-Roxboro,787858,Theft from motor vehicle,2023-09-02
45.517893,-73.578533,Le Plateau-Mont-Royal,1585049,Home invasion,2023-03-08
45.493824,-73.630152,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Theft from motor vehicle,2023-05-03
45.647638,-73.518655,Riviere-des-Prairies/Pointe-aux-Trembles,657464,Motor vehicle theft,2023-10-30
45.475586,-73.613892,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Motor vehicle theft,2023-11-08
45.54243,-73.539159,Mercier/Hochelaga-Maisonneuve,806112,Motor vehicle theft,2023-12-19
45.54243,-73.539159,Mercier/Hochelaga-Maisonneuve,806112,Home invasion,2023-04-10
45.458243,-73.576101,Verdun,785000,Mischief,2023-11-16
45.493152,-73.640147,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Motor vehicle theft,2023-08-03
45.553915,-73.582496,Rosemont/La Petite-Patrie,430000,Home invasion,2023-07-22
45.553915,-73.582496,Rosemont/La Petite-Patrie,430000,Mischief,2023-05-01
45.510514,-73.625336,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Theft from motor vehicle,2023-06-22
45.510514,-73.625336,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-08-24
45.510514,-73.625336,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Home invasion,2023-09-25
45.53036,-73.675668,Saint-Laurent,1022390,Motor vehicle theft,2023-02-24
45.566966,-73.641197,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-01-03
45.566966,-73.641197,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-05-16
45.566966,-73.641197,Villeray/Saint-Michel/Parc-Extension,951725,Mischief,2023-08-16
45.468158,-73.64278,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Theft from motor vehicle,2023-02-13
45.526802,-73.63468,Villeray/Saint-Michel/Parc-Extension,951725,Theft from motor vehicle,2023-05-05
45.566476,-73.602858,Villeray/Saint-Michel/Parc-Extension,951725,Theft from motor vehicle,2023-01-17
45.555685,-73.619509,Villeray/Saint-Michel/Parc-Extension,951725,Theft from motor vehicle,2023-01-06
45.555685,-73.619509,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-08-12
45.555685,-73.619509,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-02-22
45.555685,-73.619509,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-01-16
45.555685,-73.619509,Villeray/Saint-Michel/Parc-Extension,951725,Theft from motor vehicle,2023-03-19
45.557772,-73.613239,Villeray/Saint-Michel/Parc-Extension,951725,Home invasion,2023-11-08
45.635143,-73.581709,Riviere-des-Prairies/Pointe-aux-Trembles,657464,Mischief,2023-01-14
45.605131,-73.512395,Mercier/Hochelaga-Maisonneuve,806112,Home invasion,2024-01-02
45.605131,-73.512395,Mercier/Hochelaga-Maisonneuve,806112,Motor vehicle theft,2023-09-14
45.544154,-73.671159,Ahuntsic-Cartierville,1015337,Motor vehicle theft,2023-03-10
45.544154,-73.671159,Ahuntsic-Cartierville,1015337,Motor vehicle theft,2023-07-14
45.568427,-73.622035,Villeray/Saint-Michel/Parc-Extension,951725,Home invasion,2023-03-27
45.568427,-73.622035,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-01-03
45.568427,-73.622035,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2024-01-05
45.463932,-73.871937,Pierrefonds-Roxboro,787858,Theft from motor vehicle,2023-07-04
45.520602,-73.67864,Saint-Laurent,1022390,Mischief,2023-04-24
45.53991,-73.687414,Ahuntsic-Cartierville,1015337,Motor vehicle theft,2023-09-03
45.53991,-73.687414,Ahuntsic-Cartierville,1015337,Motor vehicle theft,2023-04-15
45.482757,-73.851241,Pierrefonds-Roxboro,787858,Theft from motor vehicle,2023-06-06
45.491768,-73.575612,Ville-Marie,650000,Motor vehicle theft,2023-12-26
45.491768,-73.575612,Ville-Marie,650000,Motor vehicle theft,2023-08-12
45.491768,-73.575612,Ville-Marie,650000,Mischief,2023-05-23
45.491768,-73.575612,Ville-Marie,650000,Theft from motor vehicle,2023-09-04
45.470404,-73.5696,Verdun,785000,Mischief,2023-01-08
45.522882,-73.675498,Saint-Laurent,1022390,Motor vehicle theft,2023-04-11
45.522882,-73.675498,Saint-Laurent,1022390,Mischief,2023-10-03
45.540527,-73.687037,Ahuntsic-Cartierville,1015337,Motor vehicle theft,2023-02-12
45.493273,-73.591108,Ville-Marie,650000,Theft from motor vehicle,2023-01-18
45.493273,-73.591108,Ville-Marie,650000,Theft from motor vehicle,2023-03-27
45.464947,-73.567896,Verdun,785000,Theft from motor vehicle,2023-07-15
45.464947,-73.567896,Verdun,785000,Mischief,2023-11-23
45.464947,-73.567896,Verdun,785000,Mischief,2023-11-23
45.464947,-73.567896,Verdun,785000,Theft from motor vehicle,2023-07-13
45.464947,-73.567896,Verdun,785000,Mischief,2023-09-18
45.464947,-73.567896,Verdun,785000,Mischief,2023-09-21
45.464947,-73.567896,Verdun,785000,Mischief,2023-08-15
45.464947,-73.567896,Verdun,785000,Mischief,2023-08-16
45.464947,-73.567896,Verdun,785000,Home invasion,2023-07-08
45.464947,-73.567896,Verdun,785000,Home invasion,2023-07-12
45.464947,-73.567896,Verdun,785000,Mischief,2023-07-19
45.464947,-73.567896,Verdun,785000,Mischief,2023-07-13
45.464947,-73.567896,Verdun,785000,Mischief,2023-07-05
45.464947,-73.567896,Verdun,785000,Motor vehicle theft,2023-01-19
45.464947,-73.567896,Verdun,785000,Mischief,2023-05-31
45.464947,-73.567896,Verdun,785000,Mischief,2023-02-19
45.536041,-73.581336,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-11-06
45.536041,-73.581336,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-11-15
45.536041,-73.581336,Le Plateau-Mont-Royal,1585049,Theft from motor vehicle,2023-04-13
45.502828,-73.562489,Ville-Marie,650000,Theft from motor vehicle,2023-09-15
45.502828,-73.562489,Ville-Marie,650000,Mischief,2023-08-25
45.502828,-73.562489,Ville-Marie,650000,Mischief,2023-08-17
45.50443,-73.557015,Ville-Marie,650000,Mischief,2023-03-06
45.50443,-73.557015,Ville-Marie,650000,Motor vehicle theft,2023-04-23
45.50443,-73.557015,Ville-Marie,650000,Mischief,2023-08-04
45.50443,-73.557015,Ville-Marie,650000,Motor vehicle theft,2023-09-04
45.50443,-73.557015,Ville-Marie,650000,Mischief,2023-12-14
45.50443,-73.557015,Ville-Marie,650000,Theft from motor vehicle,2023-09-04
45.50443,-73.557015,Ville-Marie,650000,Motor vehicle theft,2023-08-11
45.50443,-73.557015,Ville-Marie,650000,Motor vehicle theft,2023-08-11
45.50443,-73.557015,Ville-Marie,650000,Motor vehicle theft,2023-10-16
45.50443,-73.557015,Ville-Marie,650000,Motor vehicle theft,2023-06-15
45.50443,-73.557015,Ville-Marie,650000,Motor vehicle theft,2023-07-04
45.50443,-73.557015,Ville-Marie,650000,Motor vehicle theft,2023-07-08
45.50443,-73.557015,Ville-Marie,650000,Motor vehicle theft,2023-08-01
45.50443,-73.557015,Ville-Marie,650000,Motor vehicle theft,2023-08-08
45.50443,-73.557015,Ville-Marie,650000,Motor vehicle theft,2023-08-10
45.524777,-73.584728,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-03-13
45.524777,-73.584728,Le Plateau-Mont-Royal,1585049,Mischief,2023-12-29
45.490135,-73.574127,Le Sud-Ouest,1263125,Motor vehicle theft,2023-11-18
45.490135,-73.574127,Le Sud-Ouest,1263125,Motor vehicle theft,2023-11-19
45.437402,-73.622911,LaSalle,799000,Mischief,2023-09-02
45.523257,-73.553767,Ville-Marie,650000,Home invasion,2023-10-19
45.523257,-73.553767,Ville-Marie,650000,Mischief,2023-10-10
45.523257,-73.553767,Ville-Marie,650000,Motor vehicle theft,2023-09-24
45.523257,-73.553767,Ville-Marie,650000,Motor vehicle theft,2023-09-25
45.523257,-73.553767,Ville-Marie,650000,Motor vehicle theft,2023-09-21
45.523257,-73.553767,Ville-Marie,650000,Home invasion,2023-08-24
45.575743,-73.639398,Ahuntsic-Cartierville,1015337,Theft from motor vehicle,2024-01-10
45.500938,-73.570748,Ville-Marie,650000,Theft from motor vehicle,2023-12-02
45.500938,-73.570748,Ville-Marie,650000,Motor vehicle theft,2023-08-20
45.500938,-73.570748,Ville-Marie,650000,Theft from motor vehicle,2023-06-19
45.500938,-73.570748,Ville-Marie,650000,Theft from motor vehicle,2023-04-08
45.500938,-73.570748,Ville-Marie,650000,Home invasion,2023-07-19
45.524246,-73.625855,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-07-29
45.524246,-73.625855,Villeray/Saint-Michel/Parc-Extension,951725,Theft from motor vehicle,2023-04-13
45.524246,-73.625855,Villeray/Saint-Michel/Parc-Extension,951725,Mischief,2023-03-30
45.570208,-73.636962,Villeray/Saint-Michel/Parc-Extension,951725,Theft from motor vehicle,2023-07-24
45.489477,-73.622936,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Motor vehicle theft,2023-10-24
45.57921,-73.579808,Saint-Leonard,971454,Theft from motor vehicle,2023-03-04
45.57921,-73.579808,Saint-Leonard,971454,Home invasion,2023-11-30
45.464993,-73.634578,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Motor vehicle theft,2023-08-19
45.548876,-73.555122,Mercier/Hochelaga-Maisonneuve,806112,Home invasion,2023-11-10
45.548876,-73.555122,Mercier/Hochelaga-Maisonneuve,806112,Motor vehicle theft,2023-10-29
45.551612,-73.562145,Rosemont/La Petite-Patrie,430000,Theft from motor vehicle,2023-04-11
45.551612,-73.562145,Rosemont/La Petite-Patrie,430000,Theft from motor vehicle,2023-10-05
45.56242,-73.607427,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-11-28
45.56242,-73.607427,Villeray/Saint-Michel/Parc-Extension,951725,Mischief,2023-07-09
45.56242,-73.607427,Villeray/Saint-Michel/Parc-Extension,951725,Mischief,2023-05-11
45.56242,-73.607427,Villeray/Saint-Michel/Parc-Extension,951725,Theft from motor vehicle,2023-05-11
45.548534,-73.564851,Rosemont/La Petite-Patrie,430000,Mischief,2023-01-23
45.548534,-73.564851,Rosemont/La Petite-Patrie,430000,Mischief,2023-01-24
45.504305,-73.689024,Saint-Laurent,1022390,Theft from motor vehicle,2023-07-20
45.551209,-73.557058,Rosemont/La Petite-Patrie,430000,Motor vehicle theft,2023-07-29
45.551209,-73.557058,Rosemont/La Petite-Patrie,430000,Motor vehicle theft,2023-06-03
45.551209,-73.557058,Rosemont/La Petite-Patrie,430000,Mischief,2023-10-15
45.551209,-73.557058,Rosemont/La Petite-Patrie,430000,Home invasion,2023-07-15
45.569977,-73.568503,Rosemont/La Petite-Patrie,430000,Theft from motor vehicle,2023-10-19
45.529621,-73.615297,Rosemont/La Petite-Patrie,430000,Motor vehicle theft,2023-01-09
45.529621,-73.615297,Rosemont/La Petite-Patrie,430000,Motor vehicle theft,2023-07-12
45.529621,-73.615297,Rosemont/La Petite-Patrie,430000,Motor vehicle theft,2023-10-05
45.46093,-73.635885,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Motor vehicle theft,2023-11-30
45.46093,-73.635885,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Motor vehicle theft,2023-06-10
45.488119,-73.628822,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-05-12
45.633742,-73.580246,Riviere-des-Prairies/Pointe-aux-Trembles,657464,Motor vehicle theft,2023-06-29
45.633742,-73.580246,Riviere-des-Prairies/Pointe-aux-Trembles,657464,Motor vehicle theft,2023-07-07
45.633742,-73.580246,Riviere-des-Prairies/Pointe-aux-Trembles,657464,Motor vehicle theft,2023-11-15
45.459862,-73.581995,Le Sud-Ouest,1263125,Mischief,2023-05-30
45.459862,-73.581995,Le Sud-Ouest,1263125,Home invasion,2023-11-30
45.500042,-73.61794,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-08-31
45.50755,-73.570315,Ville-Marie,650000,Theft from motor vehicle,2023-04-19
45.458243,-73.576101,Verdun,785000,Home invasion,2023-06-15
45.457857,-73.567453,Verdun,785000,Theft from motor vehicle,2023-02-24
45.457857,-73.567453,Verdun,785000,Motor vehicle theft,2023-06-17
45.457857,-73.567453,Verdun,785000,Mischief,2023-06-30
45.506087,-73.699589,Saint-Laurent,1022390,Theft from motor vehicle,2023-03-24
45.506087,-73.699589,Saint-Laurent,1022390,Motor vehicle theft,2023-08-01
45.506087,-73.699589,Saint-Laurent,1022390,Motor vehicle theft,2023-05-15
45.506087,-73.699589,Saint-Laurent,1022390,Home invasion,2023-05-20
45.506087,-73.699589,Saint-Laurent,1022390,Mischief,2023-04-19
45.506087,-73.699589,Saint-Laurent,1022390,Home invasion,2023-05-01
45.540516,-73.540322,Mercier/Hochelaga-Maisonneuve,806112,Home invasion,2023-11-19
45.540516,-73.540322,Mercier/Hochelaga-Maisonneuve,806112,Home invasion,2023-07-26
45.540516,-73.540322,Mercier/Hochelaga-Maisonneuve,806112,Motor vehicle theft,2023-10-27
45.540516,-73.540322,Mercier/Hochelaga-Maisonneuve,806112,Home invasion,2023-09-08
45.540516,-73.540322,Mercier/Hochelaga-Maisonneuve,806112,Mischief,2023-05-11
45.516776,-73.591457,Le Plateau-Mont-Royal,1585049,Mischief,2023-04-30
45.516776,-73.591457,Le Plateau-Mont-Royal,1585049,Mischief,2023-07-09
45.516776,-73.591457,Le Plateau-Mont-Royal,1585049,Theft from motor vehicle,2023-04-30
45.553098,-73.532539,Mercier/Hochelaga-Maisonneuve,806112,Home invasion,2023-07-29
45.553098,-73.532539,Mercier/Hochelaga-Maisonneuve,806112,Motor vehicle theft,2023-01-10
45.553098,-73.532539,Mercier/Hochelaga-Maisonneuve,806112,Home invasion,2023-04-22
45.520828,-73.553997,Ville-Marie,650000,Mischief,2023-08-12
45.520828,-73.553997,Ville-Marie,650000,Home invasion,2023-06-28
45.478877,-73.613671,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Theft from motor vehicle,2023-08-02
45.568635,-73.630185,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-10-13
45.568635,-73.630185,Villeray/Saint-Michel/Parc-Extension,951725,Mischief,2023-12-13
45.568635,-73.630185,Villeray/Saint-Michel/Parc-Extension,951725,Theft from motor vehicle,2024-01-11
45.568635,-73.630185,Villeray/Saint-Michel/Parc-Extension,951725,Theft from motor vehicle,2023-12-04
45.568635,-73.630185,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-01-04
45.552622,-73.593208,Rosemont/La Petite-Patrie,430000,Mischief,2023-04-19
45.552622,-73.593208,Rosemont/La Petite-Patrie,430000,Motor vehicle theft,2023-08-19
45.552622,-73.593208,Rosemont/La Petite-Patrie,430000,Motor vehicle theft,2023-09-18
45.552622,-73.593208,Rosemont/La Petite-Patrie,430000,Motor vehicle theft,2023-06-18
45.552622,-73.593208,Rosemont/La Petite-Patrie,430000,Home invasion,2024-01-15
45.552622,-73.593208,Rosemont/La Petite-Patrie,430000,Theft from motor vehicle,2023-11-23
45.552622,-73.593208,Rosemont/La Petite-Patrie,430000,Motor vehicle theft,2023-05-20
45.552622,-73.593208,Rosemont/La Petite-Patrie,430000,Home invasion,2023-04-05
45.552622,-73.593208,Rosemont/La Petite-Patrie,430000,Mischief,2023-04-09
45.552622,-73.593208,Rosemont/La Petite-Patrie,430000,Theft from motor vehicle,2023-04-06
45.565619,-73.609107,Villeray/Saint-Michel/Parc-Extension,951725,Theft from motor vehicle,2023-03-24
45.565619,-73.609107,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-01-30
45.565619,-73.609107,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2024-01-09
45.467202,-73.567719,Verdun,785000,Theft from motor vehicle,2023-06-28
45.467202,-73.567719,Verdun,785000,Motor vehicle theft,2023-04-18
45.467202,-73.567719,Verdun,785000,Theft from motor vehicle,2023-05-26
45.470591,-73.565497,Verdun,785000,Home invasion,2023-11-18
45.514806,-73.571793,Le Plateau-Mont-Royal,1585049,Home invasion,2023-03-24
45.514806,-73.571793,Le Plateau-Mont-Royal,1585049,Mischief,2023-08-05
45.514806,-73.571793,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-10-20
45.514806,-73.571793,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-11-05
45.514806,-73.571793,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2024-01-11
45.514806,-73.571793,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-06-06
45.514806,-73.571793,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-07-04
45.514806,-73.571793,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-09-23
45.514806,-73.571793,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-09-30
45.514806,-73.571793,Le Plateau-Mont-Royal,1585049,Theft from motor vehicle,2023-08-04
45.514806,-73.571793,Le Plateau-Mont-Royal,1585049,Theft from motor vehicle,2023-12-30
45.492302,-73.579515,Ville-Marie,650000,Motor vehicle theft,2023-01-29
45.492302,-73.579515,Ville-Marie,650000,Motor vehicle theft,2023-08-08
45.492302,-73.579515,Ville-Marie,650000,Theft from motor vehicle,2023-07-29
45.492302,-73.579515,Ville-Marie,650000,Mischief,2023-10-29
45.438086,-73.66846,Lachine,741715,Theft from motor vehicle,2023-04-13
45.570587,-73.59587,Saint-Leonard,971454,Home invasion,2023-07-07
45.570587,-73.59587,Saint-Leonard,971454,Theft from motor vehicle,2023-09-28
45.496729,-73.552979,Ville-Marie,650000,Mischief,2023-11-19
45.496729,-73.552979,Ville-Marie,650000,Motor vehicle theft,2023-06-28
45.458943,-73.595231,Le Sud-Ouest,1263125,Motor vehicle theft,2023-10-22
45.430102,-73.6363,LaSalle,799000,Motor vehicle theft,2023-11-27
45.583248,-73.55453,Mercier/Hochelaga-Maisonneuve,806112,Mischief,2023-09-01
45.583248,-73.55453,Mercier/Hochelaga-Maisonneuve,806112,Home invasion,2023-06-26
45.583248,-73.55453,Mercier/Hochelaga-Maisonneuve,806112,Mischief,2023-08-01
45.583248,-73.55453,Mercier/Hochelaga-Maisonneuve,806112,Mischief,2023-06-08
45.568706,-73.645349,Ahuntsic-Cartierville,1015337,Motor vehicle theft,2023-10-27
45.568706,-73.645349,Ahuntsic-Cartierville,1015337,Theft from motor vehicle,2023-07-12
45.568706,-73.645349,Ahuntsic-Cartierville,1015337,Mischief,2023-03-10
45.566342,-73.599231,Villeray/Saint-Michel/Parc-Extension,951725,Home invasion,2023-05-28
45.566342,-73.599231,Villeray/Saint-Michel/Parc-Extension,951725,Mischief,2023-12-18
45.566342,-73.599231,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-09-26
45.566342,-73.599231,Villeray/Saint-Michel/Parc-Extension,951725,Home invasion,2023-07-06
45.566342,-73.599231,Villeray/Saint-Michel/Parc-Extension,951725,Home invasion,2023-02-25
45.566342,-73.599231,Villeray/Saint-Michel/Parc-Extension,951725,Motor vehicle theft,2023-02-28
45.52939,-73.560154,Ville-Marie,650000,Motor vehicle theft,2024-01-08
45.610876,-73.546839,Anjou,686128,Motor vehicle theft,2023-02-10
45.610876,-73.546839,Anjou,686128,Motor vehicle theft,2023-07-04
45.610876,-73.546839,Anjou,686128,Home invasion,2023-09-04
45.610876,-73.546839,Anjou,686128,Home invasion,2023-12-20
45.610876,-73.546839,Anjou,686128,Motor vehicle theft,2023-08-17
45.471002,-73.606747,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Motor vehicle theft,2023-10-08
45.490382,-73.56776,Ville-Marie,650000,Theft from motor vehicle,2023-12-02
45.490382,-73.56776,Ville-Marie,650000,Home invasion,2023-11-06
45.490382,-73.56776,Ville-Marie,650000,Motor vehicle theft,2023-07-22
45.523257,-73.553767,Ville-Marie,650000,Home invasion,2023-07-12
45.523257,-73.553767,Ville-Marie,650000,Home invasion,2023-07-17
45.523257,-73.553767,Ville-Marie,650000,Mischief,2023-05-29
45.523257,-73.553767,Ville-Marie,650000,Mischief,2023-05-15
45.523257,-73.553767,Ville-Marie,650000,Mischief,2023-04-04
45.495255,-73.644807,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Motor vehicle theft,2023-05-23
45.53432,-73.577591,Le Plateau-Mont-Royal,1585049,Mischief,2023-07-16
45.490256,-73.649612,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-08-23
45.490256,-73.649612,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-08-23
45.532065,-73.572742,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-06-18
45.532065,-73.572742,Le Plateau-Mont-Royal,1585049,Theft from motor vehicle,2023-09-05
45.532065,-73.572742,Le Plateau-Mont-Royal,1585049,Mischief,2023-09-04
45.532065,-73.572742,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-06-28
45.532065,-73.572742,Le Plateau-Mont-Royal,1585049,Motor vehicle theft,2023-01-05
45.496367,-73.635821,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-02-17
45.502746,-73.555294,Ville-Marie,650000,Theft from motor vehicle,2023-05-17
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-11-12
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2024-01-02
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-10-07
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-10-09
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-10-14
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-10-14
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-10-22
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-11-02
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-09-02
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-09-25
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-09-30
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-10-06
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-08-09
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-08-11
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-08-12
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-08-26
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-08-31
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-06-21
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-07-27
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-08-04
45.502746,-73.555294,Ville-Marie,650000,Theft from motor vehicle,2023-11-26
45.502746,-73.555294,Ville-Marie,650000,Theft from motor vehicle,2024-01-09
45.502746,-73.555294,Ville-Marie,650000,Theft from motor vehicle,2023-12-28
45.502746,-73.555294,Ville-Marie,650000,Theft from motor vehicle,2023-07-29
45.502746,-73.555294,Ville-Marie,650000,Mischief,2023-12-24
45.502746,-73.555294,Ville-Marie,650000,Theft from motor vehicle,2023-09-07
45.502746,-73.555294,Ville-Marie,650000,Theft from motor vehicle,2023-09-07
45.502746,-73.555294,Ville-Marie,650000,Theft from motor vehicle,2023-10-11
45.502746,-73.555294,Ville-Marie,650000,Motor vehicle theft,2023-04-26
45.50755,-73.570315,Ville-Marie,650000,Theft from motor vehicle,2023-06-17
45.50755,-73.570315,Ville-Marie,650000,Mischief,2023-05-19
45.50755,-73.570315,Ville-Marie,650000,Motor vehicle theft,2023-07-08
45.50755,-73.570315,Ville-Marie,650000,Motor vehicle theft,2023-07-15
45.493822,-73.623723,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Motor vehicle theft,2023-01-01
45.493822,-73.623723,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Motor vehicle theft,2023-06-27
45.493822,-73.623723,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-07-21
45.50589,-73.634261,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-03-02
45.50589,-73.634261,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-03-02
45.50589,-73.634261,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-03-02
45.50589,-73.634261,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Mischief,2023-03-08
45.50589,-73.634261,Cote-des-Neiges/Notre-Dame-de-Grace,1378151,Home invasion,2024-01-18
